transaction_id,transaction_day,transaction_month,transaction_year,transaction_time,transaction_qty,store_id,product_id,unit_price,product_category,product_type,product_detail
810,2,1,2023,13:53:04,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
812,2,1,2023,13:55:38,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
896,2,1,2023,15:35:22,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
902,2,1,2023,15:37:20,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
905,2,1,2023,15:41:09,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
1011,2,1,2023,17:29:42,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
1041,2,1,2023,18:05:46,1,8,72,3.25,Bakery,Scone,Ginger Scone
1062,2,1,2023,18:31:49,1,8,70,3.25,Bakery,Scone,Cranberry Scone
1087,2,1,2023,19:14:55,1,8,70,3.25,Bakery,Scone,Cranberry Scone
1097,2,1,2023,19:27:07,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
1105,2,1,2023,19:46:07,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1108,2,1,2023,19:48:49,1,8,75,3.5,Bakery,Pastry,Croissant
1128,3,1,2023,8:13:05,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
1145,3,1,2023,8:32:12,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
1150,3,1,2023,8:40:29,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
1153,3,1,2023,8:40:50,1,8,72,3.25,Bakery,Scone,Ginger Scone
1168,3,1,2023,9:07:36,1,8,73,3.75,Bakery,Pastry,Almond Croissant
1234,3,1,2023,11:23:56,1,8,72,3.25,Bakery,Scone,Ginger Scone
1262,3,1,2023,11:46:27,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
1311,3,1,2023,12:52:36,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1341,3,1,2023,13:26:51,1,8,70,3.25,Bakery,Scone,Cranberry Scone
1353,3,1,2023,13:48:44,1,8,73,3.75,Bakery,Pastry,Almond Croissant
1392,3,1,2023,14:24:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1414,3,1,2023,14:47:45,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
1421,3,1,2023,14:53:17,1,8,72,3.25,Bakery,Scone,Ginger Scone
1432,3,1,2023,15:01:43,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
1448,3,1,2023,15:11:28,1,8,77,3,Bakery,Scone,Oatmeal Scone
1472,3,1,2023,15:33:20,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1487,3,1,2023,15:46:51,1,8,77,3,Bakery,Scone,Oatmeal Scone
1489,3,1,2023,15:47:58,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
1515,3,1,2023,16:16:00,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
1524,3,1,2023,16:24:45,1,8,75,3.5,Bakery,Pastry,Croissant
1534,3,1,2023,16:31:06,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
1541,3,1,2023,16:35:23,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
1544,3,1,2023,16:37:59,1,8,73,3.75,Bakery,Pastry,Almond Croissant
1571,3,1,2023,17:04:43,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
1582,3,1,2023,17:18:26,1,8,75,3.5,Bakery,Pastry,Croissant
1595,3,1,2023,17:27:24,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
1617,3,1,2023,17:59:02,1,8,73,3.75,Bakery,Pastry,Almond Croissant
1647,3,1,2023,18:44:21,1,8,75,3.5,Bakery,Pastry,Croissant
1689,3,1,2023,19:49:19,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
1709,4,1,2023,8:03:34,1,8,72,3.25,Bakery,Scone,Ginger Scone
1711,4,1,2023,8:06:13,1,8,72,3.25,Bakery,Scone,Ginger Scone
1716,4,1,2023,8:18:32,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
1787,4,1,2023,11:14:39,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1796,4,1,2023,11:28:10,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
1817,4,1,2023,11:59:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
1870,4,1,2023,12:54:13,1,8,70,3.25,Bakery,Scone,Cranberry Scone
1872,4,1,2023,12:54:41,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
1906,4,1,2023,13:44:07,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2008,4,1,2023,15:29:26,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
2072,4,1,2023,17:11:57,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
2142,4,1,2023,18:42:36,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2144,4,1,2023,18:43:10,1,8,72,3.25,Bakery,Scone,Ginger Scone
2157,4,1,2023,18:57:24,1,8,75,3.5,Bakery,Pastry,Croissant
2161,4,1,2023,19:01:01,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2186,4,1,2023,19:49:12,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2235,5,1,2023,8:46:08,1,8,73,3.75,Bakery,Pastry,Almond Croissant
2273,5,1,2023,10:09:39,1,8,75,3.5,Bakery,Pastry,Croissant
2302,5,1,2023,10:56:39,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2331,5,1,2023,11:26:08,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2403,5,1,2023,12:45:31,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2422,5,1,2023,13:08:10,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
2498,5,1,2023,14:37:08,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2502,5,1,2023,14:41:14,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2544,5,1,2023,15:32:59,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2581,5,1,2023,16:04:56,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
2614,5,1,2023,16:45:22,1,8,72,3.25,Bakery,Scone,Ginger Scone
2624,5,1,2023,16:55:26,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
2640,5,1,2023,17:19:00,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2670,5,1,2023,18:04:00,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
2708,5,1,2023,19:02:41,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
2712,5,1,2023,19:08:26,1,8,75,3.5,Bakery,Pastry,Croissant
2734,5,1,2023,19:47:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
2767,6,1,2023,8:01:50,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
2782,6,1,2023,8:14:25,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
2796,6,1,2023,8:34:16,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
2821,6,1,2023,9:25:27,1,8,72,3.25,Bakery,Scone,Ginger Scone
2823,6,1,2023,9:29:35,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
2828,6,1,2023,9:42:13,1,8,77,3,Bakery,Scone,Oatmeal Scone
2856,6,1,2023,10:59:07,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
2865,6,1,2023,11:12:49,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
2916,6,1,2023,12:25:53,1,8,77,3,Bakery,Scone,Oatmeal Scone
2922,6,1,2023,12:34:02,1,8,73,3.75,Bakery,Pastry,Almond Croissant
2952,6,1,2023,13:02:03,1,8,72,3.25,Bakery,Scone,Ginger Scone
2959,6,1,2023,13:12:46,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2973,6,1,2023,13:28:17,1,8,70,3.25,Bakery,Scone,Cranberry Scone
2975,6,1,2023,13:28:48,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2992,6,1,2023,14:06:32,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
3011,6,1,2023,14:28:43,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3052,6,1,2023,15:18:14,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3055,6,1,2023,15:21:27,1,8,77,3,Bakery,Scone,Oatmeal Scone
3064,6,1,2023,15:26:52,1,8,75,3.5,Bakery,Pastry,Croissant
3073,6,1,2023,15:37:14,1,8,77,3,Bakery,Scone,Oatmeal Scone
3079,6,1,2023,15:41:49,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3084,6,1,2023,15:45:48,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3151,6,1,2023,17:14:32,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
3225,6,1,2023,18:53:18,1,8,73,3.75,Bakery,Pastry,Almond Croissant
3230,6,1,2023,19:06:30,1,8,73,3.75,Bakery,Pastry,Almond Croissant
3351,7,1,2023,8:17:07,1,8,75,3.5,Bakery,Pastry,Croissant
3369,7,1,2023,8:26:11,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3383,7,1,2023,8:35:18,1,8,75,3.5,Bakery,Pastry,Croissant
3404,7,1,2023,8:41:35,1,8,70,3.25,Bakery,Scone,Cranberry Scone
3417,7,1,2023,8:54:48,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3466,7,1,2023,9:30:59,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3467,7,1,2023,9:31:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3468,7,1,2023,9:31:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3473,7,1,2023,9:37:41,1,8,75,3.5,Bakery,Pastry,Croissant
3480,7,1,2023,9:44:57,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3494,7,1,2023,10:00:41,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3502,7,1,2023,10:03:16,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3506,7,1,2023,10:06:54,1,8,73,3.75,Bakery,Pastry,Almond Croissant
3510,7,1,2023,10:10:10,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3518,7,1,2023,10:12:14,1,8,70,3.25,Bakery,Scone,Cranberry Scone
3531,7,1,2023,10:23:15,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3567,7,1,2023,10:38:40,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
3587,7,1,2023,10:49:37,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3591,7,1,2023,10:52:50,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3605,7,1,2023,11:00:03,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3609,7,1,2023,11:03:20,1,8,72,3.25,Bakery,Scone,Ginger Scone
3641,7,1,2023,11:54:38,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3681,7,1,2023,13:07:13,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
3752,7,1,2023,16:51:42,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3755,7,1,2023,17:01:44,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3759,7,1,2023,17:08:54,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
3768,7,1,2023,17:53:42,1,8,73,3.75,Bakery,Pastry,Almond Croissant
3779,7,1,2023,18:06:25,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
3825,7,1,2023,19:38:50,1,8,77,3,Bakery,Scone,Oatmeal Scone
3842,7,1,2023,20:53:03,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
3852,8,1,2023,7:11:13,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3882,8,1,2023,7:52:12,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
3893,8,1,2023,8:00:32,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
3979,8,1,2023,9:15:45,1,8,75,3.5,Bakery,Pastry,Croissant
3986,8,1,2023,9:21:59,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4019,8,1,2023,9:47:40,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4029,8,1,2023,9:58:21,1,8,73,3.75,Bakery,Pastry,Almond Croissant
4040,8,1,2023,10:06:06,1,8,75,3.5,Bakery,Pastry,Croissant
4051,8,1,2023,10:12:05,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4054,8,1,2023,10:13:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4056,8,1,2023,10:14:53,1,8,77,3,Bakery,Scone,Oatmeal Scone
4060,8,1,2023,10:22:03,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4061,8,1,2023,10:22:03,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4089,8,1,2023,10:42:25,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4094,8,1,2023,10:43:53,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4095,8,1,2023,10:43:53,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4100,8,1,2023,10:44:31,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4102,8,1,2023,10:44:54,1,8,77,3,Bakery,Scone,Oatmeal Scone
4123,8,1,2023,11:04:19,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4135,8,1,2023,11:13:35,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
4137,8,1,2023,11:17:35,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4139,8,1,2023,11:17:50,1,8,77,3,Bakery,Scone,Oatmeal Scone
4158,8,1,2023,11:41:18,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4163,8,1,2023,11:51:05,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
4238,8,1,2023,14:23:49,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4255,8,1,2023,14:56:10,1,8,73,3.75,Bakery,Pastry,Almond Croissant
4286,8,1,2023,16:12:35,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
4310,8,1,2023,16:55:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4408,9,1,2023,6:39:11,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4412,9,1,2023,6:48:55,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
4418,9,1,2023,6:56:32,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4425,9,1,2023,7:05:00,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4457,9,1,2023,7:37:53,1,8,75,3.5,Bakery,Pastry,Croissant
4517,9,1,2023,8:16:26,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4557,9,1,2023,8:47:33,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4558,9,1,2023,8:47:33,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4561,9,1,2023,8:48:21,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4589,9,1,2023,9:08:37,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4707,9,1,2023,10:32:13,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4724,9,1,2023,10:44:54,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
4730,9,1,2023,10:47:34,1,8,73,3.75,Bakery,Pastry,Almond Croissant
4738,9,1,2023,10:52:12,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
4795,9,1,2023,12:19:33,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4836,9,1,2023,13:54:50,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
4841,9,1,2023,13:59:37,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
4847,9,1,2023,14:21:24,1,8,75,3.5,Bakery,Pastry,Croissant
4860,9,1,2023,15:09:25,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
4865,9,1,2023,15:17:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4885,9,1,2023,16:25:29,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4905,9,1,2023,17:31:32,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
4910,9,1,2023,17:47:05,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4915,9,1,2023,17:56:14,1,8,70,3.25,Bakery,Scone,Cranberry Scone
4946,9,1,2023,19:39:19,1,8,72,3.25,Bakery,Scone,Ginger Scone
4969,10,1,2023,6:31:54,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
4977,10,1,2023,6:36:38,1,8,72,3.25,Bakery,Scone,Ginger Scone
4993,10,1,2023,7:00:48,1,8,77,3,Bakery,Scone,Oatmeal Scone
5025,10,1,2023,7:20:36,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5040,10,1,2023,7:32:17,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5042,10,1,2023,7:34:12,1,8,72,3.25,Bakery,Scone,Ginger Scone
5046,10,1,2023,7:35:32,1,8,75,3.5,Bakery,Pastry,Croissant
5085,10,1,2023,8:04:16,1,8,77,3,Bakery,Scone,Oatmeal Scone
5091,10,1,2023,8:08:13,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
5108,10,1,2023,8:21:07,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5112,10,1,2023,8:23:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5116,10,1,2023,8:25:44,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
5118,10,1,2023,8:26:10,1,8,73,3.75,Bakery,Pastry,Almond Croissant
5126,10,1,2023,8:30:46,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
5138,10,1,2023,8:34:05,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5186,10,1,2023,9:02:58,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5207,10,1,2023,9:18:28,1,8,77,3,Bakery,Scone,Oatmeal Scone
5290,10,1,2023,10:12:55,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5322,10,1,2023,10:39:49,1,8,75,3.5,Bakery,Pastry,Croissant
5343,10,1,2023,11:07:48,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
5427,10,1,2023,14:01:33,1,8,77,3,Bakery,Scone,Oatmeal Scone
5464,10,1,2023,15:14:40,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5471,10,1,2023,15:25:44,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5476,10,1,2023,15:33:07,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5479,10,1,2023,15:40:29,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
5548,10,1,2023,18:51:50,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
5583,11,1,2023,6:41:15,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5590,11,1,2023,6:46:40,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
5593,11,1,2023,6:49:59,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
5600,11,1,2023,6:57:04,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5608,11,1,2023,7:04:59,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5618,11,1,2023,7:10:31,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5621,11,1,2023,7:13:13,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5631,11,1,2023,7:28:21,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
5633,11,1,2023,7:28:29,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5646,11,1,2023,7:41:04,1,8,73,3.75,Bakery,Pastry,Almond Croissant
5677,11,1,2023,8:06:30,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5685,11,1,2023,8:13:15,1,8,77,3,Bakery,Scone,Oatmeal Scone
5694,11,1,2023,8:20:52,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5702,11,1,2023,8:29:13,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5704,11,1,2023,8:30:22,1,8,72,3.25,Bakery,Scone,Ginger Scone
5743,11,1,2023,8:54:00,1,8,77,3,Bakery,Scone,Oatmeal Scone
5746,11,1,2023,8:54:15,1,8,72,3.25,Bakery,Scone,Ginger Scone
5755,11,1,2023,9:05:37,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5758,11,1,2023,9:06:08,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
5761,11,1,2023,9:07:51,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
5820,11,1,2023,10:02:42,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
5844,11,1,2023,10:19:16,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5854,11,1,2023,10:27:13,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5886,11,1,2023,10:54:48,1,8,70,3.25,Bakery,Scone,Cranberry Scone
5898,11,1,2023,11:14:38,1,8,72,3.25,Bakery,Scone,Ginger Scone
5947,11,1,2023,13:09:50,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
5974,11,1,2023,14:02:13,1,8,77,3,Bakery,Scone,Oatmeal Scone
6002,11,1,2023,15:32:00,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6009,11,1,2023,15:40:29,1,8,73,3.75,Bakery,Pastry,Almond Croissant
6017,11,1,2023,15:58:37,1,8,77,3,Bakery,Scone,Oatmeal Scone
6082,11,1,2023,18:11:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
6092,11,1,2023,18:27:31,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
6112,11,1,2023,19:45:34,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
6117,11,1,2023,19:55:06,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
6164,12,1,2023,7:06:05,1,8,73,3.75,Bakery,Pastry,Almond Croissant
6204,12,1,2023,7:41:34,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6205,12,1,2023,7:41:34,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6224,12,1,2023,8:01:15,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
6225,12,1,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6226,12,1,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6227,12,1,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6309,12,1,2023,9:12:57,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
6311,12,1,2023,9:13:14,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
6314,12,1,2023,9:14:52,1,8,75,3.5,Bakery,Pastry,Croissant
6323,12,1,2023,9:26:20,1,8,72,3.25,Bakery,Scone,Ginger Scone
6341,12,1,2023,9:43:31,1,8,77,3,Bakery,Scone,Oatmeal Scone
6373,12,1,2023,10:10:28,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
6460,12,1,2023,12:24:29,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6467,12,1,2023,12:50:22,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
6487,12,1,2023,13:34:48,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
6492,12,1,2023,13:40:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
6540,12,1,2023,15:13:40,1,8,70,3.25,Bakery,Scone,Cranberry Scone
6550,12,1,2023,15:46:42,1,8,75,3.5,Bakery,Pastry,Croissant
6577,12,1,2023,16:51:53,1,8,70,3.25,Bakery,Scone,Cranberry Scone
6587,12,1,2023,17:11:24,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
6599,12,1,2023,17:42:20,1,8,77,3,Bakery,Scone,Oatmeal Scone
6634,12,1,2023,18:33:56,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
6637,12,1,2023,18:43:49,1,8,75,3.5,Bakery,Pastry,Croissant
6736,13,1,2023,8:06:45,1,8,72,3.25,Bakery,Scone,Ginger Scone
6746,13,1,2023,8:15:41,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
6757,13,1,2023,8:22:37,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
6762,13,1,2023,8:23:55,1,8,77,3,Bakery,Scone,Oatmeal Scone
6779,13,1,2023,8:33:37,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
6788,13,1,2023,8:39:31,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
6797,13,1,2023,8:41:35,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
6799,13,1,2023,8:42:10,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
